,bin,freq_mean,margin_of_error
0,1,0.43235554985901054,0.01847459266905179
1,2,0.2964994623655914,0.013721606683627529
2,3,0.2628675952340997,0.012587980586731674
3,4,0.21640025389916576,0.011624444606362378
4,5,0.19547078063672046,0.012263482606709739
5,6,0.17024364272091544,0.009772631590007772
6,7,0.1832413348379816,0.01050722326260897
