,bin,freq_mean,margin_of_error
0,1,0.26022688898269314,0.013695302893262404
1,2,0.32422837606837607,0.01251043725344552
2,3,0.32550871860502323,0.012850428318231353
3,4,0.29073547428995733,0.01282669015789867
4,5,0.2927651126477805,0.014661869750177421
5,6,0.273154461852861,0.012439433089303745
6,7,0.23587147048038137,0.011986035530281764
