,bin,freq_mean,margin_of_error
0,1,0.7667146247945956,0.01979049006499957
1,2,0.9442923722230852,0.02020793679415414
2,3,0.9150066265988596,0.01966898790963851
3,4,0.8988923487544485,0.02208006990544551
4,5,0.8751612160294796,0.024224690203752924
5,6,0.8559208537967511,0.022857953531513268
6,7,0.8258372943327239,0.025473809367745074
